ID,Bundle,Field label,Machine name,Reused Field,X,Dev,QA,Field group,Field type,Ref. bundle,Req'd,Vals.,Form widget,Trns.,Settings/notes,Help text,Bundle machine name
,Accordion Item (Paragraph type),Text,field_long_text,y,x,,,,"Text (formatted, long)",,y,1,Text area (multiple rows),n,Limited HTML allowed,,accordion_item
,Accordions (Paragraph type),Widget Title,field_widget_title,y,x,,,,Text (plain),,n,1,Textfield,n,,,accordions
,Accordions (Paragraph type),Accordions,field_accordion_items,n,x,,,,Entity Reference Revisions (paragraphs),Accordion Item (Paragraph type),y,*,Paragraphs Stable,n,"Closed, Preview, No Autocollapse, Buttons, Default form display, Accordion default paragraph, Only collapse/edit all enabled.",,accordions
,,,,,,,,,,,,,,,,,#VALUE!
,Additional Links (Paragraph type),Widget Title,field_widget_title,y,x,,,,Text (plain),,n,1,Textfield,n,,,links_files
,Additional Links (Paragraph type),Links,field_link_multi,n,x,,,,Link,,n,*,Link,n,"Internal and external, text required",,links_files
,Additional Links (Paragraph type),Files,field_file_multi,n,x,,,,Entity reference,Document (Media type),n,*,Media library,n,,,links_files
,,,,,,,,,,,,,,,,,#VALUE!
,Block Placer (Paragraph type),Widget Title,field_widget_title,y,x,,,,Text (plain),,n,1,Textfield,n,,,block_placer
,Block Placer (Paragraph type),Block,field_block,n,a,,,,Entity reference,,y,1,Select list,n,"Allowed block types: basic, formatted promo, resuable widgets",,block_placer
,,,,,,,,,,,,,,,,,#VALUE!
,Button (Paragraph type),Button,field_link,y,a,,,,Link,,y,1,Link,n,"Internal and external links, link text required.",,button
,,,,,,,,,,,,,,,,,#VALUE!
,Contact Placer (Paragraph type),Contact Information,field_contact_info,n,a,,,,Entity reference,Contact Library (Content type),y,1,Autocomplete,n,Render as widget,,contact_placer
,,,,,,,,,,,,,,,,,#VALUE!
,Content Carousel (Paragraph type),By tag,field_tag,n,d,,,,Entity reference,Placement Tags (Vocabulary),n,1,Autocomplete,n,,,content_carousel
,Content Carousel (Paragraph type),List Widgets,field_list_widgets,y,a,,,,Entity reference,List Widgets (Vocabulary),y,*,Select list,n,"Video card, story, snapshot, testimonials set by default. NOTE: Need this because we need a bridge from the paragraph to the content types because the placement tags field is not required.",,content_carousel
,,,,,,,,,,,,,,,,,#VALUE!
,Courses (Paragraph type),Headline,field_widget_title,y,d,,,,Text (plain),,n,1,Textfield,n,,,courses
,Courses (Paragraph type),Courses,field_course_items,n,d,,,,Entity Reference Revisions (paragraphs),Course (Paragraph type),y,*,Paragraphs Stable,n,"Closed, Preview, No Autocollapse, Buttons, Default form display, Course default paragraph, Only collapse/edit all enabled.",,courses
,Courses (Paragraph type),Link,field_link,y,d,,,,Link,,y,1,Link,n,"Internal and external links, link text required.",,courses
,Course (Paragraph type),Course Number,field_course_number,y,d,,,,Text (plain),,n,1,Textfield,n,,,course
,Course (Paragraph type),Course Name,field_course_name,n,d,,,,Text (plain),,n,1,Textfield,n,,,course
,Course (Paragraph type),Text,field_long_text,y,d,,,,"Text (formatted, long)",,y,1,Text area (multiple rows),n,Limited HTML allowed,,course
,,,,,,,,,,,,,,,,,#VALUE!
,CTA Item (Paragraph type),Image,field_image,y,a,,,,Entity reference,Image (Media type),y,1,Media library,n,"CTA trio image thumbnail not shown on mobile. If CTA trio, render as 393x221, if single render as 1920x1445.",<strong>Optimal image size:</strong> 1920x1445 for a CTA bar and 786×442 for CTA Trio images.,cta_item
,CTA Item (Paragraph type),Headline,field_headline,y,a,,,,Text (plain),,y,1,Textfield,n,,,cta_item
,CTA Item (Paragraph type),Text,field_additional_text,y,a,,,,"Text (plain, long)",,n,1,Text area (multiple rows),n,,,cta_item
,CTA Item (Paragraph type),Button,field_link,y,a,,,,Link,,y,1,Link,n,"Internal and external links, link text required.",,cta_item
,CTAs (Paragraph type),Trio?,field_is_trio,n,a,,,,Boolean,,n,1,Single on/off checkbox,n,"If possible, hide or disable the ability to add more than one CTA if Trio is not true. If trio is true, up to three CTAs can be added. Trio will also be used as a class on the paragraph wrapper for theming. ",,ctas
,CTAs (Paragraph type),CTA Items,field_cta_items,n,a,,,,Entity Reference Revisions (paragraphs),CTA Item (Paragraph type),n,3,Paragraphs Stable,n,"Closed, Preview, No Autocollapse, Buttons, Default form display, no default paragraph, Only collapse/edit all enabled.",Add three CTA items to make a trio.,ctas
,CTAs (Paragraph type),CTA Bar,field_cta_bar,n,a,,,,Entity Reference Revisions (paragraphs),CTA Item (Paragraph type),n,1,Paragraphs Stable,n,"Closed, Preview, No Autocollapse, Buttons, Default form display, no default paragraph, Only collapse/edit all enabled.",Add a single CTA where the image will be used a background. ,ctas
,,,,,,,,,,,,,,,,,#VALUE!
,Custom Embed (Paragraph type),Widget Title,field_widget_title,y,x,,,,Text (plain),,n,1,Textfield,n,,,custom_embed
,Custom Embed (Paragraph type),Custom Embed,field_custom_embed,n,x,,,,"Text (plain, long)",,y,1,Text area (multiple rows),n,,,custom_embed
,,,,,,,,,,,,,,,,,#VALUE!
,Events List (Paragraph type),College,field_college,y,w,,,,Entity reference,College (Content type),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,events_list
,Events List (Paragraph type),Department,field_department,y,w,,,,Entity reference,Department (Content type),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,events_list
,Events List (Paragraph type),Program,field_program,y,w,,,,Entity reference,Academic Program (Content type),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,events_list
,Events List (Paragraph type),By Placement Tag,field_placement_tag,y,w,,,,Entity reference,Placement Tags (Vocabulary),n,1,Autocomplete,n,,,events_list
,Events List (Paragraph type),By Page Family,field_page_family,y,w,,,,Entity reference,Page Families (Vocabulary),n,1,Autocomplete,n,,,events_list
,,,,,,,,,,,,,,,,,#VALUE!
,Facts List (Paragraph type),List Type,field_list_type,y,a,,,,List (text),,y,1,Select list,n,Options include Auto and Manual. Default is auto,,facts_list
,Facts List (Paragraph type),College,field_college,y,a,,,,Entity reference,College (Content type),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,facts_list
,Facts List (Paragraph type),Department,field_department,y,a,,,,Entity reference,Department (Content type),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,facts_list
,Facts List (Paragraph type),Program,field_program,y,a,,,,Entity reference,Academic Program (Content type),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,facts_list
,Facts List (Paragraph type),By Placement Tag,field_placement_tag,y,a,,,,Entity reference,Placement Tags (Vocabulary),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,facts_list
,Facts List (Paragraph type),By Page Family,field_page_family,y,a,,,,Entity reference,Page Families (Vocabulary),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,facts_list
,Facts List (Paragraph type),Limit List,field_limit_list,y,d,,,,Number (integer),,n,1,Number field,n,"Max of 5, 5 set by default",Does not affect manual lists.,facts_list
,Facts List (Paragraph type),Manually Select,field_facts,y,a,,,,Entity reference,Fact Library (Content type),n,5,Autocomplete,n,Only displayed if the list type is 'manual',,facts_list
,Facts List (Paragraph type),List Widget,field_list_widget,y,a,,,,Entity reference,List Widgets (Vocabulary),y,1,Select list,n,Fact term selected by default. Field hidden from paragraph form.,,facts_list
,,,,,,,,,,,,,,,,,#VALUE!
,Fauxfile Item (Paragraph type),Image,field_image,y,a,,,,Entity reference,Image (Media type),n,1,Media library,n,Render as square,<strong>Optimal image size:</strong> 720x720px,fauxfile_item
,Fauxfile Item (Paragraph type),Name,field_name,n,a,,,,Text (plain),,y,1,Textfield,n,,,fauxfile_item
,Fauxfile Item (Paragraph type),Text,field_long_text,y,d,,,,"Text (formatted, long)",,n,1,Text area (multiple rows),n,Limited HTML allowed. Not sure we need this at all,,fauxfile_item
,Fauxfile Item (Paragraph type),Title,field_job_title,n,a,,,,Text (plain),,n,1,Textfield,n,,"If a person has multiple title, use a pipe to separate them.",fauxfile_item
,Fauxfile Item (Paragraph type),Email,field_email,n,a,,,,Email,,n,1,Email,n,,,fauxfile_item
,Fauxfile Item (Paragraph type),Phone,field_phone,n,a,,,,Telephone number,,n,1,Telephone number,n,,,fauxfile_item
,Fauxfile (Paragraph type),Widget Title,field_widget_title,y,a,,,,Text (plain),,n,1,Textfield,n,,,fauxfile
,Fauxfile (Paragraph type),Fauxfile Items,field_fauxfile_items,n,a,,,,Entity Reference Revisions (paragraphs),Fauxfile Item (Paragraph type),y,*,Paragraphs Stable,n,"Closed, Preview, No Autocollapse, Buttons, Default form display, Fauxfile default paragraph, Only collapse/edit all enabled.",,fauxfile
,,,,,,,,,,,,,,,,,#VALUE!
,Form Placer (Paragraph type),Webform,field_form,n,d,,,,Webform,,y,1,Select list,n,No default submission data,,form_placer
,Form Placer (Paragraph type),Display webform title,field_form_title,n,d,,,,Boolean,,n,1,Single on/off checkbox,n,,,form_placer
,Form Placer (Paragraph type),Slate form,field_slate_form,n,d,,,Slate,,,,,,,,,form_placer
,Form Placer (Paragraph type),Parameters?,field_parameters_,,d,,,Slate,,,,,,,Need more information,,form_placer
,,,,,w,,,,,,,,,,,,#VALUE!
,Gallery Item (Paragraph type),Image,field_image,y,a,,,,Entity reference,Image (Media type),y,*,Media library,n,"Render correct size based on gallery type (360x360 for tile thumbnails and 650x650 for lightbox image, 1096x619 for slideshow, mix of 758x428 and 539x304 for masonry - have to figure out now to do that (maybe some sort of Twig Nth type or random?)","<strong>Optimal image size:</strong> is 1516x856px for masonory and slideshows, 1300x1300 for lightobx galleries.",gallery_item
,Gallery Item (Paragraph type),Caption Headline,field_caption_headline,y,a,,,,Text (plain),,n,1,Textfield,n,"Displayed below slides in slideshow, under lightbox images in lightbox, not at all for masonry",,gallery_item
,Gallery Item (Paragraph type),Caption,field_caption,y,a,,,,"Text (plain, long)",,n,1,Text area (multiple rows),n,"Displayed below slides in slideshow, under lightbox images in lightbox, not at all for masonry",,gallery_item
,Gallery (Paragraph type),Widget Title,field_widget_title,y,d,,,,Text (plain),,n,1,Textfield,n,,,gallery
,Gallery (Paragraph type),Gallery Type,field_gallery_type,n,d,,,,Boolean,,y,1,Check boxes/radio buttons,n,"On = Slider, Off = Lightbox",,gallery
,Gallery (Paragraph type),Gallery Style,field_gallery_style,n,a,,,,List (text),,y,1,Select list,n,"Options: Slider, Tile, Masonry",Image captions and caption headers will not be displayed in masonry galleries and will be displayed in the lightbox on tile galleries.,gallery
,,,,,,,,,,,,,,,,,#VALUE!
,Hallmark (Paragraph type),Image,field_image,y,a,,,,Entity reference,Image (Media type),y,1,Media library,n,Render at 874x492,<strong>Optimal image size:</strong> 1078x608px. ,hallmark
,Hallmark (Paragraph type),Headline,field_headline,y,a,,,,Text (plain),,y,1,Textfield,n,,,hallmark
,Hallmark (Paragraph type),Text,field_long_text,y,a,,,,"Text (formatted, long)",,y,1,Text area (multiple rows),n,Limited HTML allowed,,hallmark
,Hallmark (Paragraph type),Link,field_link,y,a,,,,Link,,n,1,Link,n,"Internal and external links, link text required",,hallmark
,Hallmark (Paragraph type),Text placement,field_text_placement,y,a,,,,List (text),,y,1,Select list,n,"Options: Left, Right. Default is left.",,hallmark
,,,,,,,,,,,,,,,,,#VALUE!
,Hero (Paragraph type),Hero Type,field_hero_type,n,a,,,,List (text),,y,1,Select list,n,"Options: Image, Background Image, Full Width Image, Pattern, Video",,hero
,Hero (Paragraph type),Background/Full Image,field_background_image,y,a,,,,Entity reference,Image (Media type),n,1,Media library,n,Render as 1920x1445 and use object fit,"<strong>Optimal image size:</strong> 1920x1445px. If this is a video or backgorund hero, the image should be pre-styled to work sa the hero background. If this is a full image hero, no prestyling is needed.",hero
,Hero (Paragraph type),Image,field_image,y,a,,,,Entity reference,Image (Media type),n,1,Media library,n,Render as 730x840 ,<strong>Optimal image size:</strong> 1460x1680px. This image is the large portrait color image in the right side of image and background heros.,hero
,Hero (Paragraph type),Links,field_links,y,a,,,,Link,,n,*,Link,n,"Internal and external links, link text required",Links will not be shown on a vdeo hero.,hero
,Hero (Paragraph type),Video,field_hero_video,n,a,,,,File,,n,2,File,n,"Allowed formats: webm, mp4. For video tag, add poster attribute using poster field, add playsinline autoplay, muted, loop",,hero
,Hero (Paragraph type),Video Poster,field_video_poster,n,a,,,,Entity reference,Image (Media type),n,1,Media library,n,,This image will show as the video loads and if the video is unable to play on mobile. <strong>Optimal image size:</strong> is 1920x1540px,hero
,,,,,,,,,,,,,,,,,#VALUE!
,Highlight Box (Paragraph type),Headline,field_headline,y,a,,,,"Text (plain, long)",,y,1,Text area (multiple rows),n,,,highlight_box
,Highlight Box (Paragraph type),Text,field_additional_text,y,d,,,,"Text (plain, long)",,y,1,Text area (multiple rows),n,,,highlight_box
,Highlight Box (Paragraph type),Link,field_link,y,a,,,,Link,,n,1,Link,n,"Internal and external links, link text required",,highlight_box
,,,,,,,,,,,,,,,,,#VALUE!
,Hours Placer (Paragraph type),Hours,field_hours,n,a,,,,Entity reference,Hours Library (Content type),n,*,Autocomplete,n,Render as widget view mode,,hours_placer
,,,,,,,,,,,,,,,,,#VALUE!
,Hours Set (Paragraph type),Set Title,field_headline,n,a,,,,Text (plain),,y,1,Textfield,n,,"This could be the location, season or other piece of identifying information. It will only be displayed if multiple sets of hours are added to the library item.",hours_set
,Hours Set (Paragraph type),Hours,field_hours,n,a,,,,Office Hours,,y,1,Office Hours,n,,,hours_set
,Hours Set (Paragraph type),Display Range,field_display_range,n,a,,,,Date range,,n,1,Date and time range,n,Date only,Set the dates for which this set of hours should be displayed. Leave blank to display year round.,hours_set
,Hours Set (Paragraph type),Exception Dates,field_exceptions,n,a,,,,Text (plain),,n,1,Textfield,n,Display only if current date is in the exception display rangie,Enter special dates where hours vary.,hours_set
,Hours Set (Paragraph type),Exception Display Range,field_exception_range,n,a,,,,Date range,,n,1,Date and time range,n,Date only,Set the dates for which the exception dates should be displayed. Leave blank to display year round.,hours_set
,,,,,,,,,,,,,,,,,#VALUE!
,Image (Paragraph type),Widget Title,field_widget_title,y,d,,,,Text (plain),,n,1,Textfield,n,,,image
,Image (Paragraph type),Image,field_image,y,a,,,,Entity reference,Image (Media type),y,1,Media library,n,Render as 874x492,<strong>Optimal image size:</strong> is 1748×984px,image
,Image (Paragraph type),Image Size,field_image_size,n,a,,,,List (text),,y,1,Select list,n,Render according to size selected,"Choose the display size for this image. The full cropped option will render the largest size and will crop the image to 974x492 on large screen. Small, medium and large will not crop the image but will scale it to fit in a 200px, 400px or 600px box respectively. Non-cropped sizes will not be upscaled so upload the largest version of the image you have in order to ensure the best rendering.",image
,Image (Paragraph type),Caption Headline,field_caption_headline,y,a,,,,Text (plain),,n,1,Textfield,n,,,image
,Image (Paragraph type),Caption,field_caption,y,a,,,,"Text (plain, long)",,n,1,Text area (multiple rows),n,,,image
,Image (Paragraph type),Caption Placement,field_alignment,y,a,,,,List (text),,n,1,Select list,n,"Options: No Caption, Left, Right, Below.  Add as theming classes to wrapper in twig template. If no caption, hide the caption and caption headline fields from admin side and don't render in Twig.",,image
,Image (Paragraph type),Link,field_link,n,d,,,,Link,,n,1,Link,n,"Internal and external, no text",,image
,,,,,,,,,,,,,,,,,#VALUE!
,Layout Section (Paragraph type),Section Title,field_section_title,y,d,,,,Text (plain),,n,1,Textfield,n,,,layout_section
,Layout Section (Paragraph type),Background,field_style,n,d,,,,Entity reference,Section Styles (Vocabulary),n,1,Select list,n,,"If you are adding elements that have color or image backgrounds (CTAs, etc ), do not add a background to the section.",layout_section
,Layout Section (Paragraph type),Background Size,field_bg_size,n,d,,,,List (text),,y,1,Select list,n,"Options: Full screen, Content Width",,layout_section
,,,,,,,,,,,,,,,,,#VALUE!
,Map (Paragraph type),Widget Title,field_widget_title,y,d,,,,Text (plain),,n,1,Textfield,n,,,map
,Map (Paragraph type),Location,field_location,n,d,,,,Geolocation,,y,1,Geolocation Google Maps API,n,,Use the autocomplete search function the map to select an address or well-know place. The location will automatically be added in the address field below (it may take a second or two to appear).,map
,Map (Paragraph type),Address,field_address,n,d,,,,Address,,y,1,Address field,n,Should autopopulate from geolocation field,,map
,,,,,w,,,,,,,,,,,,#VALUE!
,Portal (Paragraph type),Image,field_image,y,d,,,,Entity reference,Image (Media type),y,1,Media library,n,,<strong>Optimal image size:</strong> is 800x600px,portal
,Portal (Paragraph type),Headline,field_headline,y,d,,,,Text (plain),,y,1,Textfield,n,,,portal
,Portal (Paragraph type),Link,field_link,y,d,,,,Link,,y,1,Link,n,"Internal and external links, no link text",,portal
,Portal (Paragraph type),Additional Information,field_long_text,y,d,,,,"Text (formatted, long)",,n,1,Text area (multiple rows),n,Limited HTML allowed,,portal
,Portals (Paragraph type),Widget Title,field_widget_title,y,d,,,,Text (plain),,n,1,Textfield,n,,,portals
,Portals (Paragraph type),Portals,field_portals,n,d,,,,Entity Reference Revisions (paragraphs),Portal (Paragraph type),y,*,Paragraphs Stable,n,"Closed, Preview, No Autocollapse, Buttons, Default form display, Portal default paragraph, Only collapse/edit all enabled.",,portals
,,,,,,,,,,,,,,,,,#VALUE!
,Profiles List (Paragraph type),Widget Title,field_widget_title,y,a,,,,Text (plain),,n,1,Textfield,n,,,profiles_list
,Profiles List (Paragraph type),List Type,field_list_type,n,a,,,,List (text),,y,1,Select list,n,Options include 'Auto' and Manual. Default is auto,,profiles_list
,Profiles List (Paragraph type),Department,field_department,y,a,,,,Entity reference,Department (Content type),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,profiles_list
,Profiles List (Paragraph type),Program,field_program,y,a,,,,Entity reference,Academic Program (Content type),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,profiles_list
,Profiles List (Paragraph type),By Placement Tag,field_placement_tag,y,d,,,,Entity reference,Placement Tags (Vocabulary),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,profiles_list
,Profiles List (Paragraph type),By Page Family,field_page_family,y,a,,,,Entity reference,Page Families (Vocabulary),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,profiles_list
,Profiles List (Paragraph type),Manually Select,field_profiles,y,a,,,,Entity reference,Profile (Content type),n,*,Autocomplete,n,Only displayed if the list type is 'manual' ,,profiles_list
,Profiles List (Paragraph type),Limit List,field_limit_list,y,a,,,,List (integer),,n,1,Single on/off checkbox,n,,Limit the profiles list to a certain number. Should be used with randomize. Will not work with manually selected profiles.,profiles_list
,Profiles List (Paragraph type),Randomize Bios,field_randomize,y,a,,,,Boolean,,n,1,Single on/off checkbox,n,"If true, the bios list view uses a random sort instead of being sorted alphabetically by last name. If the manual list function is used, then use the |shuffle Twig filter on the list of manual bios if this is true.",Will not work with a manual list.,profiles_list
,Profiles List (Paragraph type),List Widget,field_list_widget,y,a,,,,Entity reference,List Widgets (Vocabulary),y,1,Select list,n,Profiles term selected by default. Field hidden from paragraph form.,,profiles_list
,,,,,,,,,,,,,,,,,#VALUE!
,Programs List (Paragraph type),List Type,field_list_type,y,a,,,,List (text),,y,1,Select list,n,Options include Auto and Manual. Default is auto,,programs_list
,Programs List (Paragraph type),Department,field_department,y,a,,,,Entity reference,Department (Content type),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,programs_list
,Programs List (Paragraph type),By Placement Tag,field_placement_tag,y,a,,,,Entity reference,Placement Tags (Vocabulary),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,programs_list
,Programs List (Paragraph type),By Page Family,field_page_family,y,a,,,,Entity reference,Page Families (Vocabulary),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,programs_list
,Programs List (Paragraph type),Limit List,field_limit_list,y,a,,,,Number (integer),,n,1,Number field,n,,Does not affect manual lists.,programs_list
,Programs List (Paragraph type),Manually Select,field_programs,y,a,,,,Entity reference,Academic Program (Content type),n,5,Autocomplete,n,Only displayed if the list type is 'manual',,programs_list
,Programs List (Paragraph type),List Widget,field_list_widget,y,a,,,,Entity reference,List Widgets (Vocabulary),y,1,Select list,n,Program term selected by default. Field hidden from paragraph form.,,programs_list
,,,,,,,,,,,,,,,,,#VALUE!
,Program Search (Paragraph type),Widget Title,field_widget_title,y,a,,,,Text (plain),,n,1,Textfield,n,,,program_search
,,,,,,,,,,,,,,,,,#VALUE!
,Quote (Paragraph type),Widget Title,field_widget_title,y,d,,,,Text (plain),,n,1,Textfield,n,,,quote
,Quote (Paragraph type),Quote,field_quote,n,a,,,,"Text (plain, long)",,y,1,Text area (multiple rows),n,,Do not use quotation marks.,quote
,Quote (Paragraph type),Source,field_source,n,a,,,,Text (plain),,n,1,Textfield,n,,,quote
,Quote (Paragraph type),Image,field_image,y,d,,,,Entity reference,Image (Media type),n,1,Media library,n,,<strong>Optimal image size:</strong>720x720px.,quote
,,,,,,,,,,,,,,,,,#VALUE!
,Select Item (Paragraph type),Headline,field_headline,y,a,,,,Text (plain),,y,1,Textfield,n,,,select_item
,Select Item (Paragraph type),Text,field_additional_text,y,a,,,,"Text (plain, long)",,y,1,Text area (multiple rows),n,,,select_item
,Select Item (Paragraph type),Link,field_link,y,a,,,,Link,,y,1,Link,n,"Internal and external links, link text required.",,select_item
,Select Type (Paragraph type),Widget Title,field_widget_title,y,a,,,,Text (plain),,n,1,Textfield,n,,,select_type
,Select Type (Paragraph type),Select Items,field_select_items,n,a,,,,Entity Reference Revisions (paragraphs),Select Item (Paragraph type),y,5,Paragraphs Stable,n,"Closed, Preview, No Autocollapse, Buttons, Default form display, Select Item default paragraph, Only collapse/edit all enabled.",,select_type
,,,,,,,,,,,,,,,,,#VALUE!
,Snapshot List (Paragraph type),List Title,field_widget_title,y,a,,,,Text (plain),,n,1,Textfield,n,,,snapshot_list
,Snapshot List (Paragraph type),List Type,field_list_type,y,a,,,,List (text),,y,1,Select list,n,Options include Auto and Manual. Default is auto,"<strong>WARNING:</strong> If there are less than three results that match your auto list parameters, this widget will not be displayed.",snapshot_list
,Snapshot List (Paragraph type),College,field_college,y,a,,,,Entity reference,College (Content type),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,snapshot_list
,Snapshot List (Paragraph type),Department,field_department,y,a,,,,Entity reference,Department (Content type),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,snapshot_list
,Snapshot List (Paragraph type),Program,field_program,y,a,,,,Entity reference,Academic Program (Content type),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,snapshot_list
,Snapshot List (Paragraph type),By Placement Tag,field_placement_tag,y,a,,,,Entity reference,Placement Tags (Vocabulary),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,snapshot_list
,Snapshot List (Paragraph type),By Page Family,field_page_family,y,a,,,,Entity reference,Page Families (Vocabulary),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,snapshot_list
,Snapshot List (Paragraph type),By Type,field_snapshot_type,n,a,,,,Entity reference,Snapshot Types (Vocabulary),n,1,Select list,n,Only displayed if the list type is 'auto' ,,snapshot_list
,Snapshot List (Paragraph type),Limit List,field_limit_list,y,d,,,,Number (integer),,n,1,Number field,n,Max of 3,Does not affect manual lists.,snapshot_list
,Snapshot List (Paragraph type),Manually Select,field_manual_select,y,a,,,,Entity reference,Snapshot List (Paragraph type),n,3,Autocomplete,n,Only displayed if the list type is 'manual' ,,snapshot_list
,Snapshot List (Paragraph type),List Widget,field_list_widget,y,a,,,,Entity reference,List Widgets (Vocabulary),y,1,Select list,n,Snapshot term selected by default. Field hidden from paragraph form.,,snapshot_list
,,,,,,,,,,,,,,,,,#VALUE!
,Social Media Links (Custom block type),Platforms,field_platforms,n,a,,,,Link,,y,*,Link,n,"External only, text disable","Paste in the links to your platform pages. <strong>WARNING:</strong> Only Facebook, Twitter, LinkedIn, Instagram, Snapchat, TikTok and YouTube are supported. ",social_media_links
,,,,,,,,,,,,,,,,,#VALUE!
,Step Item (Paragraph type),Headline,field_headline,y,a,,,,Text (plain),,y,1,Textfield,n,,,step_item
,Step Item (Paragraph type),Text,field_long_text,y,a,,,,"Text (formatted, long)",,y,1,Text area (multiple rows),n,Limited HTML allowed,,step_item
,Step Item (Paragraph type),Icon,field_icon,y,a,,,,Entity reference,Icon (Media type),n,1,Media library,n,Ideally shows the media library of icons without the ability to upload new ones. Render as default,,step_item
,Step Item (Paragraph type),Link,field_link,y,a,,,,Link,,n,1,Link,n,"Internal and external links, link text required.",,step_item
,Steps (Paragraph type),Icons?,field_use_icon,n,a,,,,Boolean,,n,1,Single on/off checkbox,n,"If icons is yes, then the icon field should be shown on step item sub-paragraphs in the node edit form, otherwise it should not be. If yes, and icons exist in sub paragraphs they will be shown on the front-end.",Guidance on when to have an icon and when not - need actual text from UWEC,steps
,Steps (Paragraph type),Step Items,field_step_items,n,a,,,,Entity Reference Revisions (paragraphs),Step Item (Paragraph type),y,*,Paragraphs Stable,n,"Closed, Preview, No Autocollapse, Buttons, Default form display, Select Item default paragraph, Only collapse/edit all enabled.",,steps
,,,,,,,,,,,,,,,,,#VALUE!
,Stories & Video List (Paragraph type),List Title,field_widget_title,y,a,,,,Text (plain),,n,1,Textfield,n,,,stories_video_list
,Stories & Video List (Paragraph type),List Type,field_list_type,y,a,,,,List (text),,y,1,Select list,n,Options include 'Auto' and Manual. Default is auto,"<strong>WARNING:</strong> If there are less than three results that match your auto list parameters, this widget will not be displayed.",stories_video_list
,Stories & Video List (Paragraph type),College,field_college,y,a,,,,Entity reference,College (Content type),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,stories_video_list
,Stories & Video List (Paragraph type),Department,field_department,y,a,,,,Entity reference,Department (Content type),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,stories_video_list
,Stories & Video List (Paragraph type),Program,field_program,y,a,,,,Entity reference,Academic Program (Content type),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,stories_video_list
,Stories & Video List (Paragraph type),By Placement Tag,field_placement_tag,y,a,,,,Entity reference,Placement Tags (Vocabulary),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,stories_video_list
,Stories & Video List (Paragraph type),By Page Family,field_page_family,y,a,,,,Entity reference,Page Families (Vocabulary),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,stories_video_list
,Stories & Video List (Paragraph type),By Type,field_type,y,a,,,,Entity reference,Page Families (Vocabulary),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,stories_video_list
,Stories & Video List (Paragraph type),Limit List,field_limit_list,y,d,,,,Number (integer),,n,1,Number field,n,,,stories_video_list
,Stories & Video List (Paragraph type),Manually Select,field_manual_select,y,a,,,,Entity reference,Stories & Video List (Paragraph type),n,3,Autocomplete,n,Only displayed if the list type is 'manual',,stories_video_list
,Stories & Video List (Paragraph type),List Widgets,field_list_widgets,y,a,,,,Entity reference,List Widgets (Vocabulary),y,*,Select list,n,Story and video terms selected by default. Field hidden from paragraph form.,,stories_video_list
,,,,,,,,,,,,,,,,,#VALUE!
,Testimonial Placer (Paragraph type),List Type,field_list_type,y,a,,,,List (text),,y,1,Select list,n,Options include Auto and Manual. Default is auto,,testimonial_placer
,Testimonial Placer (Paragraph type),College,field_college,y,a,,,,Entity reference,College (Content type),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,testimonial_placer
,Testimonial Placer (Paragraph type),Department,field_department,y,a,,,,Entity reference,Department (Content type),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,testimonial_placer
,Testimonial Placer (Paragraph type),Program,field_program,y,a,,,,Entity reference,Academic Program (Content type),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,testimonial_placer
,Testimonial Placer (Paragraph type),By Placement Tag,field_placement_tag,y,a,,,,Entity reference,Placement Tags (Vocabulary),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,testimonial_placer
,Testimonial Placer (Paragraph type),By Page Family,field_page_family,y,a,,,,Entity reference,Page Families (Vocabulary),n,1,Autocomplete,n,Only displayed if the list type is 'auto' ,,testimonial_placer
